locality,bin_idx,bin_label,n_samples,n_pairs,median_pmr,lat,lon
"Karashamb (Kotayk Province, Hrazdan District)",2,"5,000-2,000 BP",26,325,0.2623082399368286,40.405,44.576389
"Çavuştepe (Van, Gürpınar)",2,"5,000-2,000 BP",6,10,0.26252156496047974,38.34,43.449999999999996
"Salkhityn-Am (Khövsgöl Province, Rashaant District)",2,"5,000-2,000 BP",11,55,0.26257801055908203,49.162275,101.42435300000001
"Broom Quarry (England, Bedfordshire)",2,"5,000-2,000 BP",4,6,0.26261377334594727,52.079115,-0.280974
"Pidjut (Lori Province, Tumanyan District)",2,"5,000-2,000 BP",8,28,0.26271000504493713,41.091,44.851
"Bustan (Surxondaryo Region, Sherabad)",2,"5,000-2,000 BP",13,43,0.26277247071266174,37.6666667,67.0
"Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)",2,"5,000-2,000 BP",20,149,0.26281461119651794,49.999824,92.03337200000001
"Tarquinia Civita (Lazio, Viterbo)",2,"5,000-2,000 BP",6,10,0.26297709345817566,42.251,11.756
"Turgen-2 (Almaty Region, Enbekshikazakh District)",2,"5,000-2,000 BP",4,6,0.26312553882598877,43.22005,77.84759
"Beniamin (Shirak Province, Akhuryan District)",2,"5,000-2,000 BP",7,21,0.2631525695323944,40.6885,43.84930000000001
"Karmir Blur (Yerevan, Shengavit, Teishebaini)",2,"5,000-2,000 BP",12,22,0.2631561756134033,40.153888,44.45336600000001
"Kuriki-Höyük (Batman, Batman Merkez)",2,"5,000-2,000 BP",8,13,0.26316407322883606,37.79,41.01
Gonur (Mary Region),2,"5,000-2,000 BP",47,141,0.26316583156585693,38.21227999999999,62.03443000000002
"Villamar (Sardinia, South Sardinia)",2,"5,000-2,000 BP",6,11,0.26335155963897705,39.618016000000004,8.958117
"Lori-Berd (Lori Province, Stepanavan District)",2,"5,000-2,000 BP",5,5,0.26343730092048645,41.0043068,44.429164
"Isar Marvinci (V. Marvinci-Valandovo, Southwest Necropolis)",2,"5,000-2,000 BP",5,6,0.2634970247745514,41.28,22.49
"Sarukhan (Gegharkunik Province, Gavar District)",2,"5,000-2,000 BP",8,28,0.26376885175704956,40.29221,45.130679
"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",2,"5,000-2,000 BP",10,45,0.2638561725616455,36.947562,11.099143
"Keti (Shirak Province, Akhuryan District)",2,"5,000-2,000 BP",4,6,0.2639138698577881,40.8716,43.8445
"Butkara II (Khyber-Pakhtunkwa, Swat Valley)",2,"5,000-2,000 BP",5,10,0.26403477787971497,34.7658417,72.3491333
"Udegram (Khyber-Pakhtunkwa, Swat Valley, Babozai tahsil)",2,"5,000-2,000 BP",13,64,0.26442521810531616,34.74319000000001,72.31421999999999
"Hasanlu (West Azerbaijan, Naghadeh)",2,"5,000-2,000 BP",22,231,0.26454946398735046,37.004949,45.459021
"Loebanr (Khyber-Pakhtunkwa, Swat Valley)",2,"5,000-2,000 BP",38,666,0.2648025155067444,34.751461099999986,72.40193610000001
"Abusanteer (Xinjiang, Yili Region, Chabuchaer (Qapqal) County)",2,"5,000-2,000 BP",6,15,0.2648202180862427,43.80700000000001,80.81
"Katelai (Khyber-Pakhtunkwa, Swat Valley)",2,"5,000-2,000 BP",33,418,0.26525431871414185,34.7658417,72.3491333
"Dinkha Tepe (West Azerbaijan, Ashnavieh)",2,"5,000-2,000 BP",14,91,0.2653294503688812,37.007863400000005,45.165758699999984
"Aligrama (Khyber-Pakhtunkwa, Swat Valley)",2,"5,000-2,000 BP",5,10,0.2654896378517151,34.8048944,72.3181694
"Tell-Ezero (province Sliven, municipality Nova Zagora)",2,"5,000-2,000 BP",5,6,0.2656204402446747,42.462247,26.025931000000003
"Barikot (Khyber-Pakhtunkwa, Swat Valley)",2,"5,000-2,000 BP",4,6,0.265641450881958,34.7570056,72.3623806
"Saidu Sharif (Khyber-Pakhtunkwa, Swat Valley)",2,"5,000-2,000 BP",12,55,0.266082227230072,34.75700560000001,72.36238060000001
"Gishimangeda Cave (Karatu District, Eyasi Basin)",2,"5,000-2,000 BP",7,19,0.2786000967025757,-3.4759999999999995,35.348000000000006
Naivasha Burial Site (Nakuru County),2,"5,000-2,000 BP",5,10,0.2796792984008789,-0.663,36.41
"Playa del Mango (Eastern Cuba, Granma province, Rio Cauto Basin)",3,"2,000-500 BP",8,28,0.17084446549415588,20.554,-76.986
Cueva del Perico I (Artemisa province),3,"2,000-500 BP",7,6,0.17102771997451782,22.958,-83.27499999999999
"Canimar Abajo (Northwestern Cuba, Matanzas)",3,"2,000-500 BP",18,151,0.1732272356748581,23.038,-81.49700000000001
"well shaft (England, Norwich, Chapelfield Shopping Center)",3,"2,000-500 BP",6,13,0.17617887258529663,52.625550999999994,1.291518
"San Clemente Island (California, Los Angeles County)",3,"2,000-500 BP",8,28,0.18898969888687134,32.9,-118.5
"CA-SRI-2B (California, Santa Rosa Island, Skull Gulch)",3,"2,000-500 BP",5,10,0.19026979804039001,34.001891,-120.1925
California (Point Sal),3,"2,000-500 BP",11,12,0.1906072348356247,34.901389,-120.64806
"Macao (eastern DR, Altagracia)",3,"2,000-500 BP",4,6,0.19431738555431366,18.77917,-68.527222
San Nicolas Island (California),3,"2,000-500 BP",9,29,0.1957438439130783,33.26428,-119.53900000000002
"Best Sunshine Casino site (Northern Mariana Islands, Saipan, Garapan)",3,"2,000-500 BP",14,91,0.19641268253326416,15.211057000000006,145.71683899999996
"Naton Beach Site (Guam, Tamuning)",3,"2,000-500 BP",45,903,0.1970227062702179,13.519983000000002,144.80655899999996
Chinchawas,3,"2,000-500 BP",5,6,0.20002040266990662,-9.582555,-77.697503
"Calveras County (California, Central California)",3,"2,000-500 BP",7,21,0.20026399195194244,38.19599999999999,-120.68049999999997
California (San Catalina Island),3,"2,000-500 BP",6,6,0.2003656029701233,33.38333,-118.41700000000002
Akapana,3,"2,000-500 BP",5,7,0.2006741762161255,-16.5564,-68.6725
"Preacher's Cave (Eleuthera, North part of island)",3,"2,000-500 BP",8,10,0.20181629061698914,25.55711,-76.6952
Sambaqui do Limão (Southeast Coast),3,"2,000-500 BP",4,6,0.20218312740325928,-23.89,-46.42
"Juan Dolio (southeast coast DR, San Pedro de Macorís)",3,"2,000-500 BP",7,21,0.2031707763671875,18.45,-69.40999999999998
"Atajadizo (southeast coast DR, Altagracia, mouth of the Yuma River)",3,"2,000-500 BP",18,136,0.20395883917808533,18.394444000000004,-68.60999999999999
"Botigiriayocc (Laramate, Lucanas, Ayacucho, Highlands)",3,"2,000-500 BP",4,6,0.20439529418945312,-14.275556,-74.843611
"Andres (southeast coast DR, Santo Domingo, Boca Chica)",3,"2,000-500 BP",4,6,0.20456022024154663,18.44,-69.64
"Sanctuary Blue Hole (Andros, South Andros)",3,"2,000-500 BP",7,21,0.20481747388839722,24.099999999999998,-77.55
"La Caleta (southeast coast DR, Santo Domingo, Aeropuerto Santo Domingo)",3,"2,000-500 BP",60,1711,0.20487062633037567,18.450601999999993,-69.68628199999999
"Cueva Juana (Samaná, Cabo Samaná, Las Galeras)",3,"2,000-500 BP",4,6,0.2053297907114029,19.24,-69.2
"El Soco (southeast coast DR, San Pedro de Macorís, Ramón Santana, Playa Nueva Romana)",3,"2,000-500 BP",16,88,0.20536059141159058,18.447,-69.187
Rio Uncallane (Rio Ilave Basin),3,"2,000-500 BP",5,10,0.20547792315483093,-16.2,-69.7
Lovelock Cave (Nevada),3,"2,000-500 BP",4,6,0.20578572154045105,39.96,-118.56
Huaca Pucllana (Lima),3,"2,000-500 BP",12,19,0.20633408427238464,-12.111111,-77.03388900000002
"Tayopa (Sonora, Sahuaripa)",3,"2,000-500 BP",7,21,0.20650164783000946,29.099999999999998,-108.93000000000004
Cueva DeLos Muertos Chiquitos (Rio Zape),3,"2,000-500 BP",10,42,0.20718461275100708,25.812514,-105.79170000000002
Chincha,3,"2,000-500 BP",5,10,0.2082040011882782,-13.476219,-76.016683
Anse à la Gourde (Pointe de Chateaux peninsula),3,"2,000-500 BP",4,6,0.20831793546676636,16.263,-61.22
"Lavoutte (St. Lucia, Cas-en-Bas)",3,"2,000-500 BP",12,52,0.20837055146694183,14.091000000000001,-60.926000000000016
Paso del Indio (Vega Baja),3,"2,000-500 BP",8,23,0.20843559503555298,18.45239,-66.3991
El Brujo (North Coast),3,"2,000-500 BP",9,27,0.2085748165845871,-7.9149780000000005,-79.305486
"Man Nadol - Peinioar (Caroline Islands, Pohnpei, Temwen Island)",3,"2,000-500 BP",4,6,0.20914699137210846,6.844504,158.335674
Chichén Itzá (Yucatán),3,"2,000-500 BP",61,910,0.21125197410583496,20.683056000000004,-88.56861099999999
Futuna,3,"2,000-500 BP",4,6,0.21421007812023163,-19.51995925,170.2270955
"Ekven (Chukotka Autonomous Okrug, Chukotsky District)",3,"2,000-500 BP",18,151,0.217148557305336,66.12138299999998,-170.46034
"Uelen (Chukotka Autonomous Okrug, Chukotsky District)",3,"2,000-500 BP",5,6,0.21907725930213928,66.161126,-169.8223
Latuotanggu (Shigatse),3,"2,000-500 BP",4,6,0.22178593277931213,28.9,88.6
"Blihun site (Eastern Taiwan, Hanben)",3,"2,000-500 BP",46,368,0.232844278216362,24.327780000000008,121.76559999999996
Tavan Khailaast,3,"2,000-500 BP",4,6,0.23398283123970032,47.1711,109.0238
Longsangquduo (Shigatse),3,"2,000-500 BP",14,91,0.2355247139930725,29.699999999999996,89.1
Samdzong (Mustang District),3,"2,000-500 BP",9,25,0.23588597774505615,29.279999999999998,84.03
Daeseong-dong (Gyeongsangnam-do),3,"2,000-500 BP",7,21,0.23894758522510529,35.24,128.88
"Dulan Wayan reservoir site (Dulan County, Reshui town)",3,"2,000-500 BP",10,16,0.2390454113483429,36.2214987,98.16696920000001
Samdzong Tomb (Mustang District),3,"2,000-500 BP",4,6,0.23967918753623962,29.28,84.03
Yappa Nhae 2 (Mae Hong Son Province),3,"2,000-500 BP",26,323,0.24075022339820862,19.6,98.25
"Zaan-Khoshuu (Bulgan Province, Dashintshilen District)",3,"2,000-500 BP",6,15,0.2420242428779602,47.854689,104.04602
"Kunpeszér-Felsőpeszéri-út (Bács-Kiskun County, Kunszentmiklós)",3,"2,000-500 BP",6,15,0.24287568032741547,47.077494,19.242593
"Bodzia (Kuyavian-Pomeranian Province, Wrocław County, Brześć Kujawski)",3,"2,000-500 BP",5,9,0.2454616129398346,52.7,18.9
"Alsike (Uppsala län, Knivsta)",3,"2,000-500 BP",4,6,0.24603617191314697,59.8,17.8
"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",3,"2,000-500 BP",7,21,0.24635322391986847,49.14463,114.877124
"Dunum (Niedersachsen, Weser-Ems, Wittmund)",3,"2,000-500 BP",11,36,0.24668079614639282,53.59623199999999,7.645448000000001
Gurvan Dov,3,"2,000-500 BP",5,10,0.24743664264678955,47.0155,109.0636
"Drantum (Niedersachsen, Weser-Ems, Cloppenburg)",3,"2,000-500 BP",17,120,0.24778588116168976,52.81474,8.192343
"Csólyospálos-Felsőpálos (Csongrád-Csanád County, Kistelek)",3,"2,000-500 BP",4,6,0.24926717579364777,46.43606,19.89108
"Albertirsa-Szentmártoni-ut (Pest County, Cegléd)",3,"2,000-500 BP",5,10,0.2515517473220825,47.245162,19.628505
"Karda (Jönköpings län, Värnamo)",3,"2,000-500 BP",6,5,0.25161007046699524,57.18,13.930000000000001
"Sandby Borg (Kalmar län, Mörbylånga)",3,"2,000-500 BP",7,21,0.25166526436805725,56.550000000000004,16.63
"Kunpeszér-Felsőpeszériút-Homokbánya (Pest County, Dabas)",3,"2,000-500 BP",4,6,0.25183168053627014,47.21897,19.37753
"Gnezdovo (Smolensk Oblast, Smolensky District, Gnezdovo Village)",3,"2,000-500 BP",12,17,0.2520167827606201,54.779999999999994,31.87
"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",3,"2,000-500 BP",61,1752,0.2524499297142029,46.750963163934436,19.738022032786887
Tollemosegard (Zealand region),3,"2,000-500 BP",4,6,0.2524614632129669,55.87,12.08
Trondheim - Public Library Site/Folkebibliotekstomten (Trondheim),3,"2,000-500 BP",7,10,0.2525845766067505,63.43,10.39
Levanluhta (Isokyro),3,"2,000-500 BP",8,5,0.25265926122665405,62.948744,22.410146
"Vasterhus (Jämtlands län, Östersund)",3,"2,000-500 BP",7,21,0.25287458300590515,63.199999999999996,14.5
"Tian Shan, Central Steppe (Issyk-Kul Region, Tong)",3,"2,000-500 BP",5,10,0.25311601161956787,42.0729996,76.9658892
"Eastry (England, Kent)",3,"2,000-500 BP",6,10,0.25311949849128723,51.245326,1.303369
Marvelė Necropolis (Kaunas City),3,"2,000-500 BP",4,6,0.2537481188774109,54.8985,23.9036
"St John's College Oxford (England, Oxford)",3,"2,000-500 BP",22,169,0.25388872623443604,51.76,-1.2600000000000005
"Anderten (Niedersachsen, Hannover, Region Hannover)",3,"2,000-500 BP",14,78,0.2542271912097931,52.359733,9.869502999999998
"Lakenheath (England, Suffolk)",3,"2,000-500 BP",16,105,0.25433629751205444,52.413832,0.521962
Ribe (Jutland region),3,"2,000-500 BP",9,36,0.25447511672973633,55.33,8.76
"Ridgeway Hill Mass Grave (England, Dorset, Weymouth)",3,"2,000-500 BP",10,45,0.25468018651008606,50.671087899999996,-2.465799
"Sant' Imbenia (Sardinia, Sassari, Porto Conte)",3,"2,000-500 BP",4,6,0.254897803068161,40.5938,8.2045
"Oland (Kalmar län, Mörbylånga)",3,"2,000-500 BP",15,105,0.2551869750022888,56.445436913333324,16.482196933333334
"Nor South, Telemark (Vestfold og Telemark, Skien nor)",3,"2,000-500 BP",4,6,0.2552119791507721,59.22,9.59
"Salme (Saare County, Saaremaa Municipality, Tehumardi Village)",3,"2,000-500 BP",34,561,0.2556232810020447,58.17000000000001,22.25
64 (Eastern Settlement),3,"2,000-500 BP",6,14,0.2557056248188019,60.99,-45.42000000000001
"Kopparsvik (Gotlands län, Gotland)",3,"2,000-500 BP",22,188,0.25587067008018494,57.630000000000024,18.279999999999994
Oland,3,"2,000-500 BP",15,88,0.2558765113353729,56.96526060666667,16.833673593333337
"Staraya-Ladoga (Leningrad oblast, Olhava District)",3,"2,000-500 BP",17,128,0.25598374009132385,60.0,32.3
Kilteasheen (County Roscommon),3,"2,000-500 BP",39,597,0.25610417127609253,54.00684,-8.202308000000004
"Alt-Inden (Nordrhein-Westfalen, Köln, Düren)",3,"2,000-500 BP",17,136,0.25613540410995483,50.846122,6.357818
"Weklice (Warmian-Masurian Province, Elbląg County, Elbląg)",3,"2,000-500 BP",9,36,0.2562386989593506,54.1176,19.5742
"Frojel (Gotlands län, Gotland)",3,"2,000-500 BP",29,291,0.256258100271225,57.33999999999999,18.190000000000005
"Hofstadir (Northeastern Region, Skútustaðahreppur)",3,"2,000-500 BP",14,85,0.25638946890830994,65.61,-17.16
"Varnhem (Västra Götalands län, Skara)",3,"2,000-500 BP",31,424,0.25647449493408203,58.38000000000003,13.649999999999995
"Kiskőrös-Vágóhídidűlő (Bács-Kiskun County, Kiskőrös)",3,"2,000-500 BP",4,6,0.2566012442111969,46.61994,19.44131
029a (Eastern Settlement),3,"2,000-500 BP",8,9,0.25713860988616943,61.18,-45.68
"Kiskundorozsma-Kettőshatár-2 (Csongrád-Csanád County, Szeged)",3,"2,000-500 BP",4,6,0.2572195827960968,46.38,20.08944
Chhim,3,"2,000-500 BP",5,10,0.2572985589504242,33.622519,35.499985
"Norton East Mill / Bishops Mill (England, North Yorkshire, Stockton-on-Tees, Norton)",3,"2,000-500 BP",8,28,0.2573345899581909,54.594544,-1.3093983
"Polhill (England, Kent)",3,"2,000-500 BP",9,36,0.2574400305747986,51.3,0.2
"Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",3,"2,000-500 BP",17,71,0.25744199752807617,48.89,12.57
"Butakty-1 (Almaty Region, Medeu District)",3,"2,000-500 BP",5,10,0.25750893354415894,43.2025,76.9816667
"Viminacium-Rit (Braničevo District, Požarevac Municipality, Kostolac)",3,"2,000-500 BP",12,19,0.2575245499610901,44.7167,21.166699999999995
"Jakovo-Kormadin (Belgrade, Surčin Municipality, Jakovo)",3,"2,000-500 BP",4,6,0.25774896144866943,44.7787,20.248
"Bolshoye-Davydovskoye-2 (Ivanovo Oblast, Gavrilovo-Posadsky District, Bolshoye Davydovskoye Village)",3,"2,000-500 BP",9,36,0.25778672099113464,56.511472,40.210791
"Sedgeford (England, Norfolk)",3,"2,000-500 BP",20,148,0.25797387957572937,52.89965099999999,0.544309
"Kowalewko (Greater Poland Province, Oborniki)",3,"2,000-500 BP",37,167,0.2579886019229889,52.58999999999999,16.779999999999998
"Schleswig (Schleswig-Holstein, Schleswig-Holstein, Schleswig-Flensburg)",3,"2,000-500 BP",15,104,0.2580007314682007,54.520535,9.559718000000002
Doclea Bjelovine,3,"2,000-500 BP",6,15,0.258222758769989,42.466869,19.266164
"Niederstotzingen (Baden-Württemberg, Stuttgart, Heidenheim)",3,"2,000-500 BP",12,28,0.2582399845123291,48.541111,10.233056000000001
Galgedil (Funen region),3,"2,000-500 BP",16,72,0.2582452893257141,55.5,10.33
"Shekshovo-9 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",3,"2,000-500 BP",9,30,0.2582837641239166,56.52776,40.178777
"Oakington (England, Cambridgeshire)",3,"2,000-500 BP",16,120,0.25831538438796997,52.26136,0.06869
"Hiddestorf (Niedersachsen, Hannover, Region Hannover)",3,"2,000-500 BP",4,6,0.2585785388946533,52.280438,9.712492
"Hatherdene (England, Cambridgeshire)",3,"2,000-500 BP",18,153,0.25859272480010986,52.20000000000001,0.20000000000000004
"Hassleben (Thüringen, Thüringen, Sömmerda)",3,"2,000-500 BP",7,21,0.2586294114589691,51.108999999999995,10.995599999999998
Tjærby (Randers Municipality),3,"2,000-500 BP",28,244,0.2587405741214752,56.470000000000006,10.1
"Magdalenenberg (Baden-Württemberg, Villingen-Schwenningen)",3,"2,000-500 BP",16,61,0.25875601172447205,48.04456368,8.443347259
"Oakington (England, South Cambridgeshire)",3,"2,000-500 BP",4,6,0.2587862014770508,52.26136,0.06869
"Rookery Hill (England, Sussex, Bishopstone)",3,"2,000-500 BP",9,28,0.2588058114051819,50.789115,0.082351
"Wolverton (England, Buckinghamshire)",3,"2,000-500 BP",4,6,0.25882166624069214,52.062352,-0.81617
"Hetian (Xinjiang, Hetian Region, Luopu County)",3,"2,000-500 BP",9,21,0.25884389877319336,36.97,79.94
"Ely (England, Cambridgeshire)",3,"2,000-500 BP",6,15,0.25885024666786194,52.4,0.3
"Szarvas-Kovács-halom-8 / 1 (Békés County, Szarvas)",3,"2,000-500 BP",4,6,0.2588537335395813,46.861303,20.556284
Bogevej (Langeland region),3,"2,000-500 BP",13,78,0.25889378786087036,54.87,10.72
"Tesárske-Mlyňany (Nitra Region, Zlatc Moravce District)",3,"2,000-500 BP",6,15,0.25895926356315613,48.337073,18.356218
"Chiusi (Tuscany, Siena)",3,"2,000-500 BP",8,13,0.25900423526763916,43.017037,11.948444
"Nuštar (Vukovar-Syrmia County, Općina Nuštar, Dvorac)",3,"2,000-500 BP",7,21,0.2590201795101166,45.33815599999999,18.845027999999996
Hesselbjerg (Jutland region),3,"2,000-500 BP",8,13,0.25905585289001465,55.95,10.2
Kaagarden (Langeland region),3,"2,000-500 BP",6,15,0.2590774595737457,54.85,10.78
"Osijek (Osijek-Baranja County, Grad Osijek, Trg B. Josipa Jelačića)",3,"2,000-500 BP",5,10,0.25914156436920166,45.55,18.74
Groningen,3,"2,000-500 BP",19,171,0.25915464758872986,53.217279999999995,6.565521000000001
"Gornji-Kosinj-Sveta-Ana (Lika-Senj County, Općina Perušić)",3,"2,000-500 BP",6,15,0.2592550814151764,44.7066035,15.269391999999998
"Tian Shan, Central Steppe (Naryn Region, Naryn)",3,"2,000-500 BP",14,90,0.2593657970428467,41.48567462142858,75.69507934285716
Midlum (Friesland),3,"2,000-500 BP",7,21,0.2593875825405121,53.184298000000005,5.444313999999999
"Ostrów Lednicki (Greater Poland Province, Gniezno, Łubowo)",3,"2,000-500 BP",13,29,0.2594727575778961,52.52999999999999,17.38
"Altheim (Bayern, Niederbayern, Landshut-Landkreis)",3,"2,000-500 BP",4,6,0.2595632076263428,48.58,12.2
"Płońsk (Masovian Province, Płońsk)",3,"2,000-500 BP",17,14,0.25957316160202026,52.62,20.37
"Zeytinliada (Balikesir, Erdek)",3,"2,000-500 BP",5,10,0.25958776473999023,40.39,27.79
"Collegno (Piedmont, Turin)",3,"2,000-500 BP",24,253,0.25963160395622253,45.07919999999999,7.5783
"Qornet ed-Deir (Keserwan-Jbeil, Kesrouan)",3,"2,000-500 BP",4,6,0.25965672731399536,34.0522,35.7758
Kopenhagen (Zealand region),3,"2,000-500 BP",15,91,0.2596782147884369,55.67526799999999,12.568294000000002
"Trogir (Split-Dalmatia County, Grad Trogir, Matije Gupca 15)",3,"2,000-500 BP",6,15,0.25992199778556824,43.530795000000005,16.260043999999997
"Szólád (Somogy County, Kaposvár)",3,"2,000-500 BP",38,591,0.2599374055862427,46.28333330000002,17.850000000000005
Ahlgade 15-17 (Holbæk),3,"2,000-500 BP",25,244,0.25998425483703613,55.72,11.71
"Szakony-Kavicsbánya-unknown-site-2 (Győr-Moson-Sopron County, Sopron)",3,"2,000-500 BP",4,6,0.2600320279598236,47.45028,16.80639
"Driffield Terrace (England, Yorkshire)",3,"2,000-500 BP",7,21,0.2600436806678772,53.958332999999996,-1.080278
"Sigtuna, cemetery 1 (Nunnnan)",3,"2,000-500 BP",4,6,0.2601189613342285,59.61731,17.72361
"Hinxton (England, South Cambridgeshire, East Anglia)",3,"2,000-500 BP",5,10,0.26018083095550537,52.08,0.18
"Emona (Ljubljana, Gosposvetska Road)",3,"2,000-500 BP",7,21,0.2602261006832123,46.05689999999999,14.505799999999997
"Timacum-Minus-Slog (Zaječar District, Knjaževac Municipality, Ravna)",3,"2,000-500 BP",11,45,0.2602536380290985,43.644999999999996,22.264999999999997
Vor Frue Kirkegård (Aalborg),3,"2,000-500 BP",15,59,0.2602766156196594,57.049999999999976,9.919999999999998
"Iznik-Basilica (Bursa, İznik)",3,"2,000-500 BP",9,36,0.2602778375148773,40.42,29.709999999999997
"Niemcza (Lower Silesian Province, Dzierżoniów County, Niemcza)",3,"2,000-500 BP",20,70,0.2603108882904053,50.720000000000006,16.839999999999996
"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",3,"2,000-500 BP",23,209,0.2603258490562439,43.171910000000004,16.44216
"West Heslerton (England, North Yorkshire, Vale of Pickering)",3,"2,000-500 BP",48,898,0.2603825032711029,54.170989,-0.6057389999999999
"Bivio della Croce dei Missionari (Marche, Pesaro and Urbino, Urbino)",3,"2,000-500 BP",4,6,0.26056092977523804,43.7237164,12.6346536
"Berel (East Kazakhstan Region, Katonkaragay District)",3,"2,000-500 BP",9,36,0.26056110858917236,49.3435,86.3711
"Hollow Banks (England, Scorton)",3,"2,000-500 BP",5,10,0.2605685591697693,54.39549999999999,-1.614
"Timacum-Minus-Kuline (Zaječar District, Knjaževac Municipality, Ravna)",3,"2,000-500 BP",6,15,0.2607881724834442,43.645,22.265
"Masłomęcz (Lublin Province, Hrubieszów County, Hrubieszów)",3,"2,000-500 BP",17,40,0.26084956526756287,50.72,23.89
"Alattyán-Tulát (Jász-Nagykun-Szolnok County, Jászapáti)",3,"2,000-500 BP",7,21,0.2608891725540161,47.506919999999994,20.123970000000003
"Klosterneuburg (Lower Austria, Pannonia province, Tulln)",3,"2,000-500 BP",6,15,0.26092514395713806,48.3099,16.323800000000002
"Tarquinia (Lazio, Viterbo)",3,"2,000-500 BP",7,21,0.26095953583717346,42.24997200000001,11.767892000000002
"Ląd (Greater Poland Province, Słupca County, Lądek)",3,"2,000-500 BP",22,20,0.26100897789001465,52.21000000000001,17.889999999999997
"Eberdingen-Hochdorf ""Biegel"" (Baden-Württemberg, Ludwigsburg)",3,"2,000-500 BP",4,5,0.2611435353755951,48.88782209,9.001590684
"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",3,"2,000-500 BP",7,21,0.2611618936061859,45.483706999999995,16.376082
"Kiskundorozsma-Kettőshatár-1 (Csongrád-Csanád County, Szeged)",3,"2,000-500 BP",5,10,0.2611877918243408,46.38,20.08944
"Tiszafüred-Majoros-halom (Borsod-Abaúj-Zemplén County, Mezőkövesd)",3,"2,000-500 BP",6,15,0.26122674345970154,47.74269,20.75278
"İznik-Yenişehirkapı (Bursa, İznik)",3,"2,000-500 BP",5,10,0.2613299489021301,40.42,29.71
"Samantaş (Muğla, Yatağan)",3,"2,000-500 BP",7,21,0.26136574149131775,37.339999999999996,28.039999999999996
"Viminacium-Pirivoj (Braničevo District, Požarevac Municipality, Kostolac)",3,"2,000-500 BP",25,150,0.2614162564277649,44.7167,21.166700000000002
"Ackerhof (Thüringen, Thüringen, Erfurt-Kreisfreie Stadt)",3,"2,000-500 BP",33,338,0.2614210247993469,50.978877,11.027447
"Ovilava (Upper Austria, Wels)",3,"2,000-500 BP",5,10,0.26147037744522095,48.1499777,14.033749500000003
Ej-Jaouze Tombs (Mount Lebanon),3,"2,000-500 BP",4,6,0.2616276741027832,33.8522,35.8292
"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",3,"2,000-500 BP",10,7,0.2616305947303772,41.981377,2.309824
"Casale del Dolce (Lazio, Frosinone)",3,"2,000-500 BP",4,6,0.2616890072822571,41.684979,13.149861
"Sigtuna, church 1 (St. Gertrud)",3,"2,000-500 BP",5,10,0.2616989314556122,59.617309999999996,17.72361
"Tilbeşar-Höyük (Gaziantep, Oğuzeli)",3,"2,000-500 BP",7,19,0.26173529028892517,36.87,37.54
"Dara (Mardin, Artuklu)",3,"2,000-500 BP",5,10,0.26179003715515137,37.177,40.952
"Sükösd-Ságod (Bács-Kiskun County, Jánoshalma)",3,"2,000-500 BP",6,15,0.26189565658569336,46.286,19.101920000000003
"Szeged-Makkoserdő (Csongrád-Csanád County, Hódmezővásárhely)",3,"2,000-500 BP",5,10,0.2619239091873169,46.40256,20.27403
"Viminacium-Pécine (Braničevo District, Požarevac Municipality, Kostolac)",3,"2,000-500 BP",10,24,0.2619892954826355,44.7167,21.1667
"Pons Saravi-Marxberg (Grand Est Region, Moselle Department, Sarrebourg arrondissement)",3,"2,000-500 BP",11,55,0.2620859444141388,48.7327,7.052599999999999
"Ibrány-Esbóhalom (Szabolcs-Szatmár-Bereg County, Ibrány)",3,"2,000-500 BP",8,28,0.262101411819458,48.21647,21.81072
"Beniamin (Shirak Province, Akhuryan District)",3,"2,000-500 BP",11,55,0.26215872168540955,40.68849999999999,43.84929999999999
"Sidon (Liban-Sud, Saida)",3,"2,000-500 BP",9,36,0.26216062903404236,33.560556,35.398056
"Crypta Balbi (Lazio, Rome)",3,"2,000-500 BP",7,21,0.2621621787548065,41.894776400000005,12.476265800000002
"Junmachanyilian (Xinjiang, Yili Region, Tekesi County)",3,"2,000-500 BP",4,5,0.2621690034866333,43.22,81.84
"Sipar (Istria County, Grad Umag)",3,"2,000-500 BP",7,21,0.2621849775314331,45.46729299999999,13.506564999999998
"Kecskemét-Mindszenti-dűlő-2 (Bács-Kiskun County, Kecskemét)",3,"2,000-500 BP",8,28,0.2622146010398865,46.858919,19.718868
"Isola Sacra (Lazio, Rome)",3,"2,000-500 BP",19,171,0.26228854060173035,41.74788209999999,12.259474899999999
"Venosa (Basilicata, Potenza)",3,"2,000-500 BP",16,52,0.26230689883232117,40.968228,15.827097
"Miroiço (Lisbon, Cascais)",3,"2,000-500 BP",8,28,0.26231807470321655,38.7261,-9.3653
"Szeged-Fehértó-A (Csongrád-Csanád County, Szeged)",3,"2,000-500 BP",4,6,0.2623313069343567,46.33625,20.12286
